vgps_id,name,raw_label,canonical_category,strategic_bucket,chain_brand,score,tier,weburl,listing_url
45579,Big Bear,,(uncategorized),(uncategorized),false,0,Z,,
34273,Big Morongo Canyon Desert Willow Trail Loop,HIKING TRAILS,(unmapped: HIKING TRAILS),(unmapped),false,0,Z,,
34274,Big Morongo Canyon Marsh Trail Loop,HIKING TRAILS,(unmapped: HIKING TRAILS),(unmapped),false,0,Z,,
34275,Big Morongo Canyon Mesquite Trail Loop,HIKING TRAILS,(unmapped: HIKING TRAILS),(unmapped),false,0,Z,,
34277,Big Morongo Canyon Through Hike,HIKING TRAILS,(unmapped: HIKING TRAILS),(unmapped),false,0,Z,,
34285,Big Morongo Canyon Yucca Ridge Loop,HIKING TRAILS,(unmapped: HIKING TRAILS),(unmapped),false,0,Z,,
47587,Bird Song,,(uncategorized),(uncategorized),false,0,Z,,
24689,Bit of Country,EAT & DRINK,Dining,Dining,false,0,Z,,
45355,Bloom,,(uncategorized),(uncategorized),false,0,Z,,
48619,Blooming Gratitude,,(uncategorized),(uncategorized),false,0,Z,,
45371,Blue Mountain Quartet,,(uncategorized),(uncategorized),false,0,Z,,
33198,Boardwalk Hair & Nail Parlor,THINGS TO DO,Activities,Experiences,false,0,Z,,
35008,Body Alive,,(uncategorized),(uncategorized),false,0,Z,,
61616,Bohemios Prime,EAT & DRINK,Dining,Dining,false,0,Z,,
45541,Bombay Beach Biennale,,(uncategorized),(uncategorized),false,0,Z,,
